Country,Region,Subregion,Indicator,Dimension,Category,Year
Russian Federation,Europe,Eastern Europe,Violent offences,by type of offence,Sexual Exploitation,2017
Saudi Arabia,Asia,Western Asia,Violent offences,by type of offence,Sexual Exploitation,2017
El Salvador,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2017
Serbia,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,2017
Slovakia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual Exploitation,2017
Sweden,Europe,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,2017
Timor-Leste,Asia,South-eastern Asia,Violent offences,by type of offence,Sexual Exploitation,2017
Ukraine,Europe,Eastern Europe,Violent offences,by type of offence,Sexual Exploitation,2017
Saint Vincent and the Grenadines,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2017
Kosovo under UNSCR 1244,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,2017
South Africa,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Sexual Exploitation,2017
Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,2018
Andorra,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,2018
Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual Exploitation,2018
Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual Exploitation,2018
Azerbaijan,Asia,Western Asia,Violent offences,by type of offence,Sexual Exploitation,2018
Belgium,Europe,Western Europe,Violent offences,by type of offence,Sexual Exploitation,2018
Bahamas,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2018
Belarus,Europe,Eastern Europe,Violent offences,by type of offence,Sexual Exploitation,2018
Belize,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2018
Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2018
Canada,Americas,Northern America,Violent offences,by type of offence,Sexual Exploitation,2018
Switzerland,Europe,Western Europe,Violent offences,by type of offence,Sexual Exploitation,2018
Chile,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2018
Colombia,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2018
Costa Rica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2018
Cyprus,Asia,Western Asia,Violent offences,by type of offence,Sexual Exploitation,2018
Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual Exploitation,2018
Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual Exploitation,2018
Dominica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2018
Denmark,Europe,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,2018
Ecuador,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2018
Spain,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,2018
Finland,Europe,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,2018
France,Europe,Western Europe,Violent offences,by type of offence,Sexual Exploitation,2018
Greece,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,2018
Grenada,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2018
Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2018
Guyana,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2018
Honduras,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2018
Croatia,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,2018
Hungary,Europe,Eastern Europe,Violent offences,by type of offence,Sexual Exploitation,2018
Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,2018
Israel,Asia,Western Asia,Violent offences,by type of offence,Sexual Exploitation,2018
Italy,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,2018
Jamaica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2018
Saint Lucia,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2018
Lithuania,Europe,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,2018
Latvia,Europe,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,2018
"China, Macao Special Administrative Region",Asia,Eastern Asia,Violent offences,by type of offence,Sexual Exploitation,2018
Morocco,Africa,Northern Africa,Violent offences,by type of offence,Sexual Exploitation,2018
Republic of Moldova,Europe,Eastern Europe,Violent offences,by type of offence,Sexual Exploitation,2018
Mexico,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2018
Mongolia,Asia,Eastern Asia,Violent offences,by type of offence,Sexual Exploitation,2018
Nicaragua,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2018
Netherlands (Kingdom of the),Europe,Western Europe,Violent offences,by type of offence,Sexual Exploitation,2018
Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,2018
New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual Exploitation,2018
Oman,Asia,Western Asia,Violent offences,by type of offence,Sexual Exploitation,2018
Panama,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2018
Peru,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2018
Philippines,Asia,South-eastern Asia,Violent offences,by type of offence,Sexual Exploitation,2018
Poland,Europe,Eastern Europe,Violent offences,by type of offence,Sexual Exploitation,2018
Portugal,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,2018
Paraguay,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2018
Romania,Europe,Eastern Europe,Violent offences,by type of offence,Sexual Exploitation,2018
Russian Federation,Europe,Eastern Europe,Violent offences,by type of offence,Sexual Exploitation,2018
Saudi Arabia,Asia,Western Asia,Violent offences,by type of offence,Sexual Exploitation,2018
El Salvador,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2018
Serbia,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,2018
Slovakia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual Exploitation,2018
Sweden,Europe,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,2018
Syrian Arab Republic,Asia,Western Asia,Violent offences,by type of offence,Sexual Exploitation,2018
Thailand,Asia,South-eastern Asia,Violent offences,by type of offence,Sexual Exploitation,2018
Ukraine,Europe,Eastern Europe,Violent offences,by type of offence,Sexual Exploitation,2018
Saint Vincent and the Grenadines,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2018
Kosovo under UNSCR 1244,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,2018
Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,2019
Andorra,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,2019
United Arab Emirates,Asia,Western Asia,Violent offences,by type of offence,Sexual Exploitation,2019
Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual Exploitation,2019
Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual Exploitation,2019
Azerbaijan,Asia,Western Asia,Violent offences,by type of offence,Sexual Exploitation,2019
Belgium,Europe,Western Europe,Violent offences,by type of offence,Sexual Exploitation,2019
Bulgaria,Europe,Eastern Europe,Violent offences,by type of offence,Sexual Exploitation,2019
Bahamas,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2019
Bosnia and Herzegovina,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,2019
Belarus,Europe,Eastern Europe,Violent offences,by type of offence,Sexual Exploitation,2019
Belize,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2019
Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2019
Canada,Americas,Northern America,Violent offences,by type of offence,Sexual Exploitation,2019
Switzerland,Europe,Western Europe,Violent offences,by type of offence,Sexual Exploitation,2019
Chile,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2019
Colombia,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2019
Costa Rica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2019
Cyprus,Asia,Western Asia,Violent offences,by type of offence,Sexual Exploitation,2019
Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual Exploitation,2019
Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual Exploitation,2019
Dominica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2019
Denmark,Europe,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,2019
Ecuador,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2019
Spain,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,2019
Finland,Europe,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,2019
France,Europe,Western Europe,Violent offences,by type of offence,Sexual Exploitation,2019
United Kingdom (England and Wales),Europe,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,2019
Greece,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,2019
Grenada,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2019
Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2019
Guyana,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2019
Honduras,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2019
Croatia,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,2019
Hungary,Europe,Eastern Europe,Violent offences,by type of offence,Sexual Exploitation,2019
Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,2019
Iceland,Europe,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,2019
Israel,Asia,Western Asia,Violent offences,by type of offence,Sexual Exploitation,2019
Italy,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,2019
Jamaica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2019
Saint Lucia,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2019
Lithuania,Europe,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,2019
Latvia,Europe,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,2019
"China, Macao Special Administrative Region",Asia,Eastern Asia,Violent offences,by type of offence,Sexual Exploitation,2019
Republic of Moldova,Europe,Eastern Europe,Violent offences,by type of offence,Sexual Exploitation,2019
Mexico,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2019
Myanmar,Asia,South-eastern Asia,Violent offences,by type of offence,Sexual Exploitation,2019
Mongolia,Asia,Eastern Asia,Violent offences,by type of offence,Sexual Exploitation,2019
Nicaragua,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2019
Netherlands (Kingdom of the),Europe,Western Europe,Violent offences,by type of offence,Sexual Exploitation,2019
Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,2019
New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual Exploitation,2019
Panama,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2019
Peru,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2019
Philippines,Asia,South-eastern Asia,Violent offences,by type of offence,Sexual Exploitation,2019
Poland,Europe,Eastern Europe,Violent offences,by type of offence,Sexual Exploitation,2019
Portugal,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,2019
Paraguay,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2019
Romania,Europe,Eastern Europe,Violent offences,by type of offence,Sexual Exploitation,2019
Russian Federation,Europe,Eastern Europe,Violent offences,by type of offence,Sexual Exploitation,2019
Saudi Arabia,Asia,Western Asia,Violent offences,by type of offence,Sexual Exploitation,2019
El Salvador,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2019
Serbia,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,2019
Suriname,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2019
Slovakia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual Exploitation,2019
Slovenia,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,2019
Sweden,Europe,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,2019
Thailand,Asia,South-eastern Asia,Violent offences,by type of offence,Sexual Exploitation,2019
Ukraine,Europe,Eastern Europe,Violent offences,by type of offence,Sexual Exploitation,2019
Saint Vincent and the Grenadines,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2019
Kosovo under UNSCR 1244,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,2019
Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,2020
United Arab Emirates,Asia,Western Asia,Violent offences,by type of offence,Sexual Exploitation,2020
Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual Exploitation,2020
Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual Exploitation,2020
Azerbaijan,Asia,Western Asia,Violent offences,by type of offence,Sexual Exploitation,2020
Belgium,Europe,Western Europe,Violent offences,by type of offence,Sexual Exploitation,2020
Bulgaria,Europe,Eastern Europe,Violent offences,by type of offence,Sexual Exploitation,2020
Bahamas,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2020
Bosnia and Herzegovina,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,2020
Belize,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2020
Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2020
Canada,Americas,Northern America,Violent offences,by type of offence,Sexual Exploitation,2020
Switzerland,Europe,Western Europe,Violent offences,by type of offence,Sexual Exploitation,2020
Chile,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2020
Colombia,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2020
Costa Rica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2020
Cyprus,Asia,Western Asia,Violent offences,by type of offence,Sexual Exploitation,2020
Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual Exploitation,2020
Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual Exploitation,2020
Dominica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2020
Denmark,Europe,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,2020
Ecuador,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2020
Spain,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,2020
Finland,Europe,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,2020
France,Europe,Western Europe,Violent offences,by type of offence,Sexual Exploitation,2020
United Kingdom (England and Wales),Europe,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,2020
Greece,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,2020
Grenada,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2020
Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2020
Guyana,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2020
Honduras,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2020
Croatia,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,2020
Hungary,Europe,Eastern Europe,Violent offences,by type of offence,Sexual Exploitation,2020
Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,2020
Iceland,Europe,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,2020
Israel,Asia,Western Asia,Violent offences,by type of offence,Sexual Exploitation,2020
Italy,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,2020
Jamaica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2020
Jordan,Asia,Western Asia,Violent offences,by type of offence,Sexual Exploitation,2020
Japan,Asia,Eastern Asia,Violent offences,by type of offence,Sexual Exploitation,2020
Saint Lucia,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2020
Lithuania,Europe,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,2020
Latvia,Europe,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,2020
"China, Macao Special Administrative Region",Asia,Eastern Asia,Violent offences,by type of offence,Sexual Exploitation,2020
Morocco,Africa,Northern Africa,Violent offences,by type of offence,Sexual Exploitation,2020
Republic of Moldova,Europe,Eastern Europe,Violent offences,by type of offence,Sexual Exploitation,2020
Mexico,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2020
Mongolia,Asia,Eastern Asia,Violent offences,by type of offence,Sexual Exploitation,2020
Mauritius,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Sexual Exploitation,2020
Netherlands (Kingdom of the),Europe,Western Europe,Violent offences,by type of offence,Sexual Exploitation,2020
Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,2020
New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual Exploitation,2020
Panama,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2020
Peru,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2020
Poland,Europe,Eastern Europe,Violent offences,by type of offence,Sexual Exploitation,2020
Portugal,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,2020
Paraguay,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2020
Romania,Europe,Eastern Europe,Violent offences,by type of offence,Sexual Exploitation,2020
Russian Federation,Europe,Eastern Europe,Violent offences,by type of offence,Sexual Exploitation,2020
El Salvador,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2020
Serbia,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,2020
Suriname,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2020
Slovakia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual Exploitation,2020
Slovenia,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,2020
Sweden,Europe,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,2020
Thailand,Asia,South-eastern Asia,Violent offences,by type of offence,Sexual Exploitation,2020
Ukraine,Europe,Eastern Europe,Violent offences,by type of offence,Sexual Exploitation,2020
Uruguay,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2020
Saint Vincent and the Grenadines,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2020
Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,2021
United Arab Emirates,Asia,Western Asia,Violent offences,by type of offence,Sexual Exploitation,2021
Antigua and Barbuda,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2021
Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual Exploitation,2021
Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual Exploitation,2021
Azerbaijan,Asia,Western Asia,Violent offences,by type of offence,Sexual Exploitation,2021
Belgium,Europe,Western Europe,Violent offences,by type of offence,Sexual Exploitation,2021
Bulgaria,Europe,Eastern Europe,Violent offences,by type of offence,Sexual Exploitation,2021
Bahamas,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2021
Bosnia and Herzegovina,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,2021
Belize,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2021
Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2021
Canada,Americas,Northern America,Violent offences,by type of offence,Sexual Exploitation,2021
Switzerland,Europe,Western Europe,Violent offences,by type of offence,Sexual Exploitation,2021
Chile,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2021
Colombia,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2021
Costa Rica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2021
Cyprus,Asia,Western Asia,Violent offences,by type of offence,Sexual Exploitation,2021
Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual Exploitation,2021
Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual Exploitation,2021
Dominica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2021
Denmark,Europe,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,2021
Ecuador,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2021
Spain,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,2021
Finland,Europe,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,2021
France,Europe,Western Europe,Violent offences,by type of offence,Sexual Exploitation,2021
United Kingdom (England and Wales),Europe,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,2021
Greece,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,2021
Grenada,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2021
Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2021
Guyana,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2021
Honduras,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2021
Croatia,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,2021
Hungary,Europe,Eastern Europe,Violent offences,by type of offence,Sexual Exploitation,2021
Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,2021
Iceland,Europe,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,2021
Israel,Asia,Western Asia,Violent offences,by type of offence,Sexual Exploitation,2021
Italy,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,2021
Jamaica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2021
Saint Lucia,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2021
Lithuania,Europe,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,2021
Latvia,Europe,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,2021
"China, Macao Special Administrative Region",Asia,Eastern Asia,Violent offences,by type of offence,Sexual Exploitation,2021
Morocco,Africa,Northern Africa,Violent offences,by type of offence,Sexual Exploitation,2021
Republic of Moldova,Europe,Eastern Europe,Violent offences,by type of offence,Sexual Exploitation,2021
Mexico,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2021
Mongolia,Asia,Eastern Asia,Violent offences,by type of offence,Sexual Exploitation,2021
Mauritius,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Sexual Exploitation,2021
Netherlands (Kingdom of the),Europe,Western Europe,Violent offences,by type of offence,Sexual Exploitation,2021
Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,2021
New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual Exploitation,2021
Panama,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2021
Peru,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2021
Poland,Europe,Eastern Europe,Violent offences,by type of offence,Sexual Exploitation,2021
Portugal,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,2021
Paraguay,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2021
Qatar,Asia,Western Asia,Violent offences,by type of offence,Sexual Exploitation,2021
Romania,Europe,Eastern Europe,Violent offences,by type of offence,Sexual Exploitation,2021
El Salvador,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2021
Serbia,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,2021
Slovakia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual Exploitation,2021
Slovenia,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,2021
Sweden,Europe,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,2021
Uruguay,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2021
Holy See,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,2021
Saint Vincent and the Grenadines,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2021
Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,2022
United Arab Emirates,Asia,Western Asia,Violent offences,by type of offence,Sexual Exploitation,2022
Antigua and Barbuda,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2022
Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual Exploitation,2022
Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual Exploitation,2022
Belgium,Europe,Western Europe,Violent offences,by type of offence,Sexual Exploitation,2022
Bulgaria,Europe,Eastern Europe,Violent offences,by type of offence,Sexual Exploitation,2022
Bahamas,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2022
Bosnia and Herzegovina,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,2022
Belize,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2022
Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2022
Barbados,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2022
Canada,Americas,Northern America,Violent offences,by type of offence,Sexual Exploitation,2022
Switzerland,Europe,Western Europe,Violent offences,by type of offence,Sexual Exploitation,2022
Chile,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2022
Colombia,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2022
Costa Rica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2022
Cyprus,Asia,Western Asia,Violent offences,by type of offence,Sexual Exploitation,2022
Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual Exploitation,2022
Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual Exploitation,2022
Dominica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2022
Denmark,Europe,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,2022
Algeria,Africa,Northern Africa,Violent offences,by type of offence,Sexual Exploitation,2022
Ecuador,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2022
Spain,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,2022
Finland,Europe,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,2022
France,Europe,Western Europe,Violent offences,by type of offence,Sexual Exploitation,2022
United Kingdom (England and Wales),Europe,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,2022
Greece,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,2022
Grenada,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2022
Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2022
Guyana,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2022
Honduras,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2022
Croatia,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,2022
Hungary,Europe,Eastern Europe,Violent offences,by type of offence,Sexual Exploitation,2022
